OMIM	101000	#101000 NEUROFIBROMATOSIS, TYPE II; NF2;;NEUROFIBROMATOSIS, CENTRAL TYPE;;ACOUSTIC SCHWANNOMAS, BILATERAL;;BILATERAL ACOUSTIC NEUROFIBROMATOSIS; BANF;;ACOUSTIC NEURINOMA, BILATERAL; ACN	NOT	HP:0009737	OMIM:101000	IEA				O		2010.06.18	HPO:skoehler
OMIM	101900	#101900 ACROKERATOSIS VERRUCIFORMIS; AKV;;HOPF DISEASE	NOT	HP:0100792	OMIM:101900	IEA				O		2014.06.24	HPO:skoehler
OMIM	103500	#103500 TIETZ SYNDROME;;ALBINISM-DEAFNESS OF TIETZ;;HYPOPIGMENTATION/DEAFNESS OF TIETZ;;TIETZ ALBINISM-DEAFNESS SYNDROME	NOT	HP:0001100	OMIM:103500	IEA				O		2010.06.18	HPO:skoehler
OMIM	104290	#104290 ALTERNATING HEMIPLEGIA OF CHILDHOOD 1; AHC1	NOT	HP:0002315	OMIM:104290	TAS				O		2010.06.20	HPO:skoehler
OMIM	105120	AMYLOIDOSIS V	NOT	HP:0002459	OMIM:105120	IEA				O		2010.06.20	HPO:skoehler
OMIM	105200	AMYLOIDOSIS, FAMILIAL VISCERAL	NOT	HP:0009830	OMIM:105200	IEA				O		2012.07.26	HPO:probinson
OMIM	105250	AMYLOIDOSIS, PRIMARY CUTANEOUS	NOT	HP:0002459	OMIM:105250	IEA				O		2010.06.18	HPO:skoehler
OMIM	109740	109740 BIFID NOSE, AUTOSOMAL DOMINANT	NOT	HP:0000316	OMIM:109740	IEA				O		2010.06.18	HPO:skoehler
OMIM	112300	BOOK SYNDROME	NOT	HP:0001597	OMIM:112300	TAS				O		2009.02.17	HPO:probinson
OMIM	112700	BRACHYDACTYLY, TYPE A3	NOT	HP:0001507	OMIM:112700	TAS				O		2009.02.17	HPO:probinson
OMIM	112800	BRACHYDACTYLY, TYPE A4	NOT	HP:0001507	OMIM:112800	TAS				O		2009.02.17	HPO:probinson
OMIM	113610	BRANCHIAL MYOCLONUS WITH SPASTIC PARAPARESIS AND CEREBELLAR ATAXIA	NOT	HP:0007361	OMIM:113610	TAS				O		2013.12.18	HPO:probinson
OMIM	114030	114030 CAFE-AU-LAIT SPOTS, MULTIPLE	NOT	HP:0001067	OMIM:114030	IEA				O		2010.06.18	HPO:skoehler
OMIM	118301	118301 CHARCOT-MARIE-TOOTH DISEASE WITH PTOSIS AND PARKINSONISM	NOT	HP:0007305	OMIM:118301	IEA				O		2012.11.16	HPO:skoehler
OMIM	118610	118610 CHONDROCALCINOSIS DUE TO APATITE CRYSTAL DEPOSITION;;FAMILIAL APATITE DISEASE	NOT	HP:0001507	OMIM:118610	TAS				O		2009.02.17	HPO:probinson
OMIM	118700	#118700 CHOREA, BENIGN HEREDITARY; BHC;;BCH;;HEREDITARY PROGRESSIVE CHOREA WITHOUT DEMENTIA	NOT	HP:0000726	OMIM:118700	IEA				O		2012.11.16	HPO:skoehler
OMIM	120440	COLONIC VARICES WITHOUT PORTAL HYPERTENSION	NOT	HP:0001392	OMIM:120440	TAS				O		2012.11.16	HPO:skoehler
OMIM	120440	COLONIC VARICES WITHOUT PORTAL HYPERTENSION	NOT	HP:0001409	OMIM:120440	TAS				O		2014.01.01	HPO:probinson
OMIM	121201	EPILEPSY, BENIGN NEONATAL, 2	NOT	HP:0001263	OMIM:121201	TAS				O		2014.05.22	HPO:probinson
OMIM	123100	#123100 CRANIOSYNOSTOSIS, TYPE 1; CRS1;;CRANIOSYNOSTOSIS; CRS;;CRANIOSTENOSISSCAPHOCEPHALY, INCLUDED;;OXYCEPHALY, INCLUDED	NOT	HP:0001249	OMIM:123100	TAS				O		2014.05.24	HPO:probinson
OMIM	123560	CRYPTOMICROTIA-BRACHYDACTYLY SYNDROME	NOT	HP:0000047	OMIM:123560	TAS				O		2010.06.20	HPO:skoehler
OMIM	123700	#123700 CUTIS LAXA, AUTOSOMAL DOMINANT 1; ADCL1	NOT	HP:0000974	OMIM:123700	IEA				O		2010.06.18	HPO:skoehler
OMIM	126070	DILUTION, PIGMENTARY	NOT	HP:0000613	OMIM:126070	IEA				O		2010.06.20	HPO:skoehler
OMIM	126070	DILUTION, PIGMENTARY	NOT	HP:0000639	OMIM:126070	IEA				O		2010.06.20	HPO:skoehler
OMIM	129510	ECTODERMAL DYSPLASIA, TRICHOODONTOONYCHIAL TYPEAMASTIA, INCLUDED	NOT	HP:0000975	OMIM:129510	IEA				O		2010.06.20	HPO:skoehler
OMIM	129810	ECTRODACTYLY AND ECTODERMAL DYSPLASIA WITHOUT CLEFT LIP/PALATE	NOT	HP:0000202	OMIM:129810	IEA				O		2010.06.18	HPO:skoehler
OMIM	129830	129830 ECTRODACTYLY-CLEFT PALATE SYNDROME;;ECP SYNDROME	NOT	HP:0000204	OMIM:129830	IEA				O		2010.06.18	HPO:skoehler
OMIM	129830	129830 ECTRODACTYLY-CLEFT PALATE SYNDROME;;ECP SYNDROME	NOT	HP:0000968	OMIM:129830	IEA				O		2010.06.18	HPO:skoehler
OMIM	130020	#130020 EHLERS-DANLOS SYNDROME, TYPE III;;EHLERS-DANLOS SYNDROME, HYPERMOBILITY TYPE;;EDS III;;EDS3;;BENIGN HYPERMOBILITY SYNDROME	NOT	HP:0100699	OMIM:130020	IEA				O		2013.05.30	HPO:skoehler
OMIM	133705	133705 EXTERNAL AUDITORY CANAL, BILATERAL ATRESIA OF, WITH CONGENITAL VERTICALTALUS;;RASMUSSEN SYNDROME	NOT	HP:0000316	OMIM:133705	IEA				O		2010.06.20	HPO:skoehler
OMIM	135800	135800 FIBULA, RECURRENT DISLOCATION OF HEAD OF	NOT	HP:0002761	OMIM:135800	IEA				O		2010.06.18	HPO:skoehler
OMIM	136550	MACULAR DYSTROPHY, RETINAL, 1, NORTH CAROLINA TYPE	NOT	HP:0007641	OMIM:136550	TAS				O		2012.07.24	HPO:probinson
OMIM	137920	#137920 RENAL CYSTS AND DIABETES SYNDROME;;RCAD;;MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 5; MODY5;;HYPERURICEMIC NEPHROPATHY, FAMILIAL JUVENILE, ATYPICAL;;FJHN, ATYPICAL;;GLOMERULOCYSTIC KIDNEY DISEASE, HYPOPLASTIC TYPE;;GLOMERULOCYSTIC KIDNEY, FAMILIAL HYPOPLASTIC	NOT	HP:0001513	OMIM:137920	IEA				O		2013.05.30	HPO:skoehler
OMIM	143470	HYPERALPHALIPOPROTEINEMIA	NOT	HP:0000991	OMIM:143470	IEA				O		2010.06.18	HPO:skoehler
OMIM	143500	GILBERT SYNDROME	NOT	HP:0001399	OMIM:143500	IEA				O		2010.06.20	HPO:skoehler
OMIM	146000	#146000 HYPOCHONDROPLASIA; HCH	NOT	HP:0001363	OMIM:146000	TAS				O		2012.07.24	HPO:probinson
OMIM	146000	#146000 HYPOCHONDROPLASIA; HCH	NOT	HP:0004060	OMIM:146000	TAS				O		2009.02.17	HPO:probinson
OMIM	147891	SMALL PATELLA SYNDROME	NOT	HP:0001597	OMIM:147891	TAS				O		2009.02.17	HPO:probinson
OMIM	150500	150500 LATTICE DEGENERATION OF RETINA LEADING TO RETINAL DETACHMENT	NOT	HP:0000545	OMIM:150500	IEA				O		2010.06.18	HPO:skoehler
OMIM	150590	150590 LEG ULCERS, FAMILIAL, OF JUVENILE ONSET	NOT	HP:0005293	OMIM:150590	IEA				O		2013.05.30	HPO:skoehler
OMIM	154750	154750 MARFANOID HYPERMOBILITY SYNDROME	NOT	HP:0000541	OMIM:154750	IEA				O		2010.06.18	HPO:skoehler
OMIM	155100	#155100 MAY-HEGGLIN ANOMALY; MHA;;BLEEDING DISORDER, PLATELET-TYPE, 6; BDPLT6;;DOHLE LEUKOCYTE INCLUSIONS WITH GIANT PLATELETS;;MACROTHROMBOCYTOPENIA WITH LEUKOCYTE INCLUSIONS	NOT	HP:0000077	OMIM:155100	IEA				O		2013.05.30	HPO:skoehler
OMIM	157640	#157640 PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS,AUTOSOMAL DOMINANT, 1; PEOA1;;PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, AUTOSOMAL DOMINANT, 1	NOT	HP:0100315	OMIM:157640	TAS				O		2013.05.30	HPO:skoehler
OMIM	159950	MYOCLONUS, HEREDITARY, WITH PROGRESSIVE DISTAL MUSCULAR ATROPHY	NOT	HP:0003236	OMIM:159950	TAS				O		2013.03.11	HPO:skoehler
OMIM	160800	#160800 MYOTONIA CONGENITA, AUTOSOMAL DOMINANT;;THOMSEN DISEASE; THDMYOTONIA LEVIOR, INCLUDED	NOT	HP:0001324	OMIM:160800	TAS				O		2010.06.18	HPO:skoehler
OMIM	160800	#160800 MYOTONIA CONGENITA, AUTOSOMAL DOMINANT;;THOMSEN DISEASE; THDMYOTONIA LEVIOR, INCLUDED	NOT	HP:0001324	OMIM:160800	IEA				O		2013.05.30	HPO:skoehler
OMIM	163400	NIEVERGELT SYNDROME	NOT	HP:0000271	OMIM:163400	IEA				O		2009.02.17	HPO:skoehler
OMIM	163400	NIEVERGELT SYNDROME	NOT	HP:0001249	OMIM:163400	IEA				O		2009.02.17	HPO:skoehler
OMIM	164300	#164300 OCULOPHARYNGEAL MUSCULAR DYSTROPHY; OPMD;;MUSCULAR DYSTROPHY, OCULOPHARYNGEAL	NOT	HP:0003200	OMIM:164300	IEA				O		2013.05.30	HPO:skoehler
OMIM	166230	OSTEOGENESIS IMPERFECTA WITH OPALESCENT TEETH, BLUE SCLERAE AND WORMIANBONES, BUT WITHOUT FRACTURES	NOT	HP:0001382	OMIM:166230	IEA				O		2010.06.18	HPO:skoehler
OMIM	167210	#167210 PACHYONYCHIA CONGENITA, TYPE 2; PC2;;PACHYONYCHIA CONGENITA, JACKSON-LAWLER TYPE	NOT	HP:0002745	OMIM:167210	IEA				O		2013.05.30	HPO:skoehler
OMIM	168300	#168300 PARAMYOTONIA CONGENITA OF VON EULENBURG; PMC;;PARALYSIS PERIODICA PARAMYOTONICAPARAMYOTONIA CONGENITA WITHOUT COLD PARALYSIS, INCLUDED	NOT	HP:0003198	OMIM:168300	IEA				O		2012.11.20	HPO:skoehler
OMIM	169000	%169000 PATELLA, FAMILIAL RECURRENT DISLOCATION OF	NOT	HP:0001388	OMIM:169000	IEA				O		2010.06.18	HPO:skoehler
OMIM	170400	#170400 HYPOKALEMIC PERIODIC PARALYSIS, TYPE 1; HOKPP1;;HYPOKALEMIC PERIODIC PARALYSIS; HOKPP	NOT	HP:0002486	OMIM:170400	IEA				O		2012.11.21	HPO:skoehler
OMIM	170650	PERIODONTITIS, AGGRESSIVE, 1	NOT	HP:0000972	OMIM:170650	IEA				O		2010.06.18	HPO:skoehler
OMIM	173580	PLATELET RESPONSIVENESS TO ADRENALINE, DEPRESSED	NOT	HP:0001892	OMIM:173580	TAS				O		2010.06.20	HPO:skoehler
OMIM	174050	POLYCYSTIC LIVER DISEASE	NOT	HP:0004944	OMIM:174050	IEA				O		2010.06.20	HPO:skoehler
OMIM	176800	176800 PRONATION-SUPINATION OF THE FOREARM, IMPAIRMENT OF	NOT	HP:0002974	OMIM:176800	TAS				O		2010.06.18	HPO:skoehler
OMIM	176800	176800 PRONATION-SUPINATION OF THE FOREARM, IMPAIRMENT OF	NOT	HP:0002974	OMIM:176800	IEA				O		2013.05.30	HPO:skoehler
OMIM	179000	PURPURA SIMPLEX	NOT	HP:0003256	OMIM:179000	TAS				O		2009.02.17	HPO:probinson
OMIM	179830	179830 RENAL TUBULAR ACIDOSIS, PROXIMAL;;RENAL TUBULAR ACIDOSIS II;;RTA, PROXIMAL TYPE;;RTA, RATE TYPE	NOT	HP:0002150	OMIM:179830	TAS				O		2010.06.18	HPO:skoehler
